Construct	RawFACS	NormFACS	RawDNA	NormDNA	RawRNA	NormRNA	TxnLevl	YFP2mCherry	NonZeroBins	TotalFacsReads
YCR068W|chrIII;237091;237213|237154,237169,WT,CGACGA	536;689;0;1;0;0;3;205;0;851;1	300.150;344.865;0.000;0.727;0.000;0.000;1.722;122.651;0.000	851	43.731	1	0.103	0.002	0.202	5	770.115
YLR009W|chrXII;166359;166536|166477,166540,ATG	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YGR133W|Spar_7;733177;733354|733292,AAG	431;163;0;0;0;2;0;0;0;88;0	241.352;81.586;0.000;0.000;0.000;1.189;0.000;0.000;0.000	88	4.522	0	0.000	0.000	0.037	3	324.127
YJL198W|Spar_10;52277;52306|WT	0;0;0;0;0;0;89;10;20;29;0	0.000;0.000;0.000;0.000;0.000;0.000;51.100;5.983;13.626	29	1.490	0	0.000	0.000	0.909	3	70.709
YNL326C|chrXIV;28379;28347|WT	0;0;0;0;51;68;24;0;0;30;22	0.000;0.000;0.000;0.000;36.413;40.412;13.780;0.000;0.000	30	1.542	22	2.263	1.468	0.719	3	90.605
YKL086W|Spar_11;288867;288886|WT	0;0;0;0;0;0;0;10;0;3;34	0.000;0.000;0.000;0.000;0.000;0.000;0.000;5.983;0.000	3	0.154	34	3.498	22.714	0.971	1	5.983
YDR237W|chrIV;936485;936614|936585,936633,AAG	3;2;1;630;1226;1;68;0;0;1375;0	1.680;1.001;1.000;458.017;875.349;0.594;39.043;0.000;0.000	1375	70.659	0	0.000	0.000	0.584	7	1376.684
YDL102W|Spar_4;281652;281745|WT	4;2;26;0;687;1461;2642;299;0;1160;0	2.240;1.001;26.000;0.000;490.510;868.260;1516.931;178.890;0.000	1160	59.610	0	0.000	0.000	0.798	7	3083.832
YLR386W|Spar_12;848230;848275|848232,AAG	1;0;0;0;9;132;728;118;75;155;67	0.560;0.000;0.000;0.000;6.426;78.447;417.989;70.599;51.098	155	7.965	67	6.893	0.865	0.875	6	625.119
YEL061C|Spar_5;19630;19520|19630,AAG	3;3;0;4;114;552;391;57;0;890;958	1.680;1.502;0.000;2.908;81.395;328.049;224.497;34.103;0.000	890	45.735	958	98.562	2.155	0.777	7	674.134
YIR029W|Spar_9;386336;386475|WT	2892;356;4;2;0;4;3;0;3;1508;0	1619.464;178.189;4.000;1.454;0.000;2.377;1.722;0.000;2.044	1508	77.493	0	0.000	0.000	0.027	7	1809.25
YOL109W|chrXV;110254;110296|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YGL228W|chrVII;67565;67597|WT	0;1;0;0;1;88;209;54;1;53;47	0.000;0.501;0.000;0.000;0.714;52.298;119.999;32.308;0.681	53	2.724	47	4.835	1.775	0.851	6	206.501
YNR033W|chrXIV;687627;687634|WT	0;0;0;0;0;19;21;13;5;10;75	0.000;0.000;0.000;0.000;0.000;11.292;12.057;7.778;3.407	10	0.514	75	7.716	15.012	0.863	4	34.534
YMR115W|chrXIII;497647;497703|WT	0;0;0;0;0;0;0;0;0;5;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	5	0.257	0	0.000	0.000	TooLow	0	0
YCR009C|chrIII;131585;131542|WT	0;0;0;0;0;4;0;16;4;11;45	0.000;0.000;0.000;0.000;0.000;2.377;0.000;9.573;2.725	11	0.565	45	4.630	8.195	0.932	3	14.675
YDR197W|Spar_4;838130;838189|838175,AAG	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YGR258C|chrVII;1010778;1010766|WT	0;0;0;0;0;0;6;2;3;8;0	0.000;0.000;0.000;0.000;0.000;0.000;3.445;1.197;2.044	8	0.411	0	0.000	0.000	0.939	3	6.686
YNR001C|chrXIV;631180;631061|631113,631083,WT,CGACGA	0;0;0;0;0;0;0;0;19;31;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;12.945	31	1.593	0	0.000	0.000	1.000	1	12.945
YJR059W|Spar_10;521916;521991|WT	2;2;0;28;182;652;808;2;0;546;0	1.120;1.001;0.000;20.356;129.946;387.478;463.921;1.197;0.000	546	28.058	0	0.000	0.000	0.779	7	1005.019
YGL107C|Spar_7;306244;306185|WT	0;2;39;198;138;196;0;0;1;180;0	0.000;1.001;39.000;143.948;98.530;116.481;0.000;0.000;0.681	180	9.250	0	0.000	0.000	0.563	6	399.641
YER071C|Spar_5;302950;302772|WT	8;721;3;0;0;0;0;0;0;577;0	4.480;360.882;3.000;0.000;0.000;0.000;0.000;0.000;0.000	577	29.651	0	0.000	0.000	0.088	3	368.362
YEL071W|chrV;16341;16354|WT	0;0;0;0;0;0;0;0;0;4;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	4	0.206	0	0.000	0.000	TooLow	0	0
YKL016C|Spar_11;423009;422910|WT	10;11;3;565;3099;2669;679;117;106;3609;3207	5.600;5.506;3.000;410.761;2212.648;1586.165;389.855;70.001;72.219	3609	185.460	3207	329.945	1.779	0.685	9	4755.755
YKL075C|chrXI;294334;294308|WT	0;0;0;0;7;65;64;53;2;45;57	0.000;0.000;0.000;0.000;4.998;38.629;36.746;31.710;1.363	45	2.312	57	5.864	2.536	0.846	5	113.446
YNL230C|Spar_14;202360;202288|WT	1750;2122;19;13;6;23;1;1;0;1415;913	979.966;1062.125;19.000;9.451;4.284;13.669;0.574;0.598;0.000	1415	72.714	913	93.932	1.292	0.063	8	2089.667
YJR035W|chrX;497331;497354|WT	0;1;0;0;0;5;0;0;0;7;0	0.000;0.501;0.000;0.000;0.000;2.971;0.000;0.000;0.000	7	0.360	0	0.000	0.000	0.571	2	3.472
YGR124W|Spar_7;716314;716343|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YDR481C|chrIV;1420305;1420250|WT	2;3;14;19;271;388;73;8;1;502;472	1.120;1.502;14.000;13.813;193.491;230.585;41.914;4.786;0.681	502	25.797	472	48.561	1.882	0.687	9	501.892
YKL156W|chrXI;158558;158612|WT	0;0;2;0;7;244;158;47;13;176;926	0.000;0.000;2.000;0.000;4.998;145.007;90.717;28.120;8.857	176	9.044	926	95.269	10.534	0.805	6	279.699
YMR200W|chrXIII;664650;664751|664699,664723,AAG	10;5;2;5;40;2092;3280;700;912;2701;1006	5.600;2.503;2.000;3.635;28.560;1243.258;1883.245;418.807;621.356	2701	138.799	1006	103.500	0.746	0.857	9	4208.964
YJL180C|Spar_10;80158;80129|WT	0;0;0;0;0;0;0;29;0;1;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;17.351;0.000	1	0.051	0	0.000	0.000	0.971	1	17.351
YER094C|chrV;349447;349346|349376,349364,ATG	1;1811;0;0;1;485;1;0;0;903;444	0.560;906.460;0.000;0.000;0.714;288.231;0.574;0.000;0.000	903	46.404	444	45.680	0.984	0.243	5	1196.539
YFR043C|Spar_6;266787;266719|WT	0;0;0;1;0;0;561;481;611;376;681	0.000;0.000;0.000;0.727;0.000;0.000;322.104;287.780;416.281	376	19.322	681	70.063	3.626	0.953	4	1026.892
YHR104W|chrVIII;323368;323408|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YLR044C|Spar_12;216427;216397|WT	0;0;0;1;0;0;0;15;0;0;0	0.000;0.000;0.000;0.727;0.000;0.000;0.000;8.974;0.000	0	0.000	0	0.000	LowReads	0.919	2	9.701
YBL066C|Spar_2;95325;95297|WT	0;0;0;0;0;0;0;0;0;3;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	3	0.154	0	0.000	0.000	TooLow	0	0
YOR143C|Spar_15;548812;548733|WT	6;4;2;0;233;343;1247;652;84;668;0	3.360;2.002;2.000;0.000;166.359;203.842;715.978;390.089;57.230	668	34.327	0	0.000	0.000	0.856	8	1540.86
YFL033C|Spar_6;107899;107728|WT	0;0;0;0;0;0;0;0;0;18;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	18	0.925	0	0.000	0.000	TooLow	0	0
YDR437W|chrIV;1337284;1337351|WT	1;0;0;0;1;0;28;24;19;169;215	0.560;0.000;0.000;0.000;0.714;0.000;16.076;14.359;12.945	169	8.685	215	22.120	2.547	0.918	5	44.654
YGR279C|chrVII;1050065;1049958|1050022,1049989,AAG,CGACGA	4;2;2;3;229;1015;2023;1613;547;1788;1158	2.240;1.001;2.000;2.181;163.503;603.206;1161.526;965.051;372.677	1788	91.882	1158	119.138	1.297	0.878	9	3273.385
YNL042W|chrXIV;548010;548099|548061,548103,AAG,CGACGA	23;122;2376;10148;3101;331;195;17;41;9479;2372	12.880;61.065;2376.000;7377.703;2214.076;196.711;111.961;10.171;27.934	9479	487.108	2372	244.038	0.501	0.461	9	12388.501
YHR208W|Spar_8;497420;497440|WT	0;0;0;0;0;0;0;4;0;4;36	0.000;0.000;0.000;0.000;0.000;0.000;0.000;2.393;0.000	4	0.206	36	3.704	17.981	0.971	1	2.393
YOR071C|chrXV;461402;461276|WT	1;0;41;294;134;0;0;0;0;289;0	0.560;0.000;41.000;213.741;95.674;0.000;0.000;0.000;0.000	289	14.851	0	0.000	0.000	0.482	4	350.975
YLR363C|Spar_12;807775;807715|WT	2;2;68;362;248;33;38;0;0;534;973	1.120;1.001;68.000;263.178;177.069;19.612;21.818;0.000;0.000	534	27.441	973	100.105	3.648	0.516	7	551.798
YDL144C|Spar_4;204078;204043|WT	0;0;0;0;0;36;87;10;9;13;0	0.000;0.000;0.000;0.000;0.000;21.395;49.952;5.983;6.132	13	0.668	0	0.000	0.000	0.856	4	83.462
YJL201W|Spar_10;45663;45688|45673,AAG	1;0;0;1;31;39;67;17;5;16;0	0.560;0.000;0.000;0.727;22.134;23.177;38.469;10.171;3.407	16	0.822	0	0.000	0.000	0.794	7	98.645
YBR006W|Spar_2;224083;224196|WT	9;10;241;9;436;1496;5273;2188;1262;3809;828	5.040;5.005;241.000;6.543;311.299;889.060;3027.546;1309.071;859.815	3809	195.738	828	85.187	0.435	0.858	9	6654.379
YFR006W|Spar_6;183327;183356|WT	0;0;14;36;1;0;0;0;0;54;29	0.000;0.000;14.000;26.172;0.714;0.000;0.000;0.000;0.000	54	2.775	29	2.984	1.075	0.398	3	40.886
YHR165C|chrVIII;437042;436948|WT	0;0;0;0;0;0;0;31;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;18.547;0.000	0	0.000	0	0.000	LowReads	0.971	1	18.547
YJL218W|chrX;21899;21972|WT	0;1;0;0;0;0;162;31;44;26;0	0.000;0.501;0.000;0.000;0.000;0.000;93.014;18.547;29.978	26	1.336	0	0.000	0.000	0.909	4	142.04
YJR053W|chrX;533955;534026|534022,AAG	1;1;1;28;206;1176;1070;530;102;487;994	0.560;0.501;1.000;20.356;147.081;698.887;614.351;317.097;69.494	487	25.026	994	102.265	4.086	0.819	9	1869.327
YEL046C|chrV;68807;68792|WT	0;0;0;0;1;1;15;43;41;21;0	0.000;0.000;0.000;0.000;0.714;0.594;8.612;25.727;27.934	21	1.079	0	0.000	0.000	0.962	5	63.581
YNL314W|chrXIV;44402;44446|WT	35;156;2;5;0;0;0;0;0;99;27	19.599;78.083;2.000;3.635;0.000;0.000;0.000;0.000;0.000	99	5.087	27	2.778	0.546	0.093	4	103.317
YHR064C|Spar_8;203008;202983|WT	0;0;0;0;0;0;0;0;0;4;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	4	0.206	0	0.000	0.000	TooLow	0	0
YMR305C|Spar_13;828562;828426|WT	2;1;3;255;1148;144;114;0;0;537;733	1.120;0.501;3.000;185.388;819.658;85.578;65.454;0.000;0.000	537	27.595	733	75.413	2.733	0.630	7	1160.699
YGL202W|chrVII;115935;116058|116018,116072,ATG	605;1410;0;1;0;0;0;0;1;916;199	338.788;705.748;0.000;0.727;0.000;0.000;0.000;0.000;0.681	916	47.072	199	20.474	0.435	0.065	4	1045.944
YCR101C|chrIII;303034;303030|WT	0;0;0;1;0;0;45;29;10;5;79	0.000;0.000;0.000;0.727;0.000;0.000;25.837;17.351;6.813	5	0.257	79	8.128	31.626	0.918	4	50.728
YFR025C|Spar_6;232181;232115|WT	3;4;10;2;157;798;2350;424;129;538;392	1.680;2.002;10.000;1.454;112.096;474.245;1349.276;253.677;87.889	538	27.647	392	40.330	1.459	0.846	9	2292.319
YNL225C|chrXIV;224501;224469|WT	0;0;0;0;0;20;0;19;0;16;0	0.000;0.000;0.000;0.000;0.000;11.886;0.000;11.368;0.000	16	0.822	0	0.000	0.000	0.851	2	23.254
YGR245C|Spar_7;947459;947380|WT	3;4;78;1984;515;218;89;1;2;1374;368	1.680;2.002;78.000;1442.389;367.704;129.556;51.100;0.598;1.363	1374	70.607	368	37.861	0.536	0.506	9	2074.392
YER101C|Spar_5;372969;372812|WT	2099;1;0;81;1;2;2;3;71;1775;177	1175.399;0.501;0.000;58.888;0.714;1.189;1.148;1.795;48.373	1775	91.214	177	18.210	0.200	0.076	8	1288.007
YNL259C|Spar_14;141305;141268|WT	0;0;0;0;0;21;65;33;18;20;133	0.000;0.000;0.000;0.000;0.000;12.480;37.320;19.744;12.264	20	1.028	133	13.683	13.310	0.896	4	81.808
YDL034W|chrIV;391659;391782|WT	3958;388;1;1;0;1;3;2;0;1919;0	2216.403;194.206;1.000;0.727;0.000;0.594;1.722;1.197;0.000	1919	98.614	0	0.000	0.000	0.023	7	2415.849
YOL009C|Spar_15;295053;295003|WT	0;121;27;0;0;0;0;1;0;86;0	0.000;60.564;27.000;0.000;0.000;0.000;0.000;0.598;0.000	86	4.419	0	0.000	0.000	0.160	3	88.162
YOR158W|Spar_15;578584;578609|WT	0;0;0;0;0;0;16;58;1;7;26	0.000;0.000;0.000;0.000;0.000;0.000;9.187;34.701;0.681	7	0.360	26	2.675	7.431	0.951	3	44.569
YDR531W|Spar_4;1476221;1476262|WT	0;0;0;72;68;116;0;5;0;80;109	0.000;0.000;0.000;52.345;48.551;68.938;0.000;2.991;0.000	80	4.111	109	11.214	2.728	0.625	4	172.825
YCR094W|Spar_3;271568;271625|WT	0;174;72;0;0;0;0;0;0;181;135	0.000;87.092;72.000;0.000;0.000;0.000;0.000;0.000;0.000	181	9.301	135	13.889	1.493	0.179	2	159.092
YBR252W|chrII;722592;722610|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YGL141W|chrVII;238344;238352|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YAL045C|chrI;57936;57796|WT	325;280;83;0;2;2;2;0;0;457;0	181.994;140.148;83.000;0.000;1.428;1.189;1.148;0.000;0.000	457	23.484	0	0.000	0.000	0.106	6	408.907
YLR097C|chrXII;337323;337265|337296,337278,AAG	2;134;284;292;99;0;2;0;0;445;102	1.120;67.071;284.000;212.287;70.685;0.000;1.148;0.000;0.000	445	22.868	102	10.494	0.459	0.362	6	636.311
YPL061W|Spar_16;457640;457687|WT	1;2;0;0;0;0;0;105;217;100;42	0.560;1.001;0.000;0.000;0.000;0.000;0.000;62.821;147.845	100	5.139	42	4.321	0.841	0.978	4	212.227
YGR009C|Spar_7;507594;507523|WT	1;1;0;0;0;16;0;243;588;305;740	0.560;0.501;0.000;0.000;0.000;9.509;0.000;145.386;400.611	305	15.673	740	76.133	4.858	0.984	5	556.567
YFL047W|chrVI;40412;40420|WT	0;0;0;0;2;0;16;22;13;15;3	0.000;0.000;0.000;0.000;1.428;0.000;9.187;13.163;8.857	15	0.771	3	0.309	0.401	0.933	4	32.635
YOR187W|Spar_15;630800;630930|WT	0;0;0;0;0;238;0;136;69;83;0	0.000;0.000;0.000;0.000;0.000;141.441;0.000;81.368;47.010	83	4.265	0	0.000	0.000	0.851	3	269.819
YLR050C|Spar_12;228443;228418|WT	0;0;0;0;18;0;0;0;0;5;0	0.000;0.000;0.000;0.000;12.852;0.000;0.000;0.000;0.000	5	0.257	0	0.000	0.000	0.645	1	12.852
YMR058W|chrXIII;388766;388821|WT	1;2;0;0;0;0;58;84;16;92;158	0.560;1.001;0.000;0.000;0.000;0.000;33.301;50.257;10.901	92	4.728	158	16.255	3.438	0.914	5	96.02
YGR119C|chrVII;729760;729671|WT	10;13;430;3710;2983;534;118;5;0;4494;782	5.600;6.507;430.000;2697.209;2129.825;317.352;67.751;2.991;0.000	4494	230.938	782	80.454	0.348	0.531	8	5657.235
YNL288W|chrXIV;90161;90302|90250,90292,WT,CGACGA	4;1;0;136;14;2038;4800;1403;901;2191;1268	2.240;0.501;0.000;98.873;9.996;1211.167;2755.969;839.409;613.862	2191	112.591	1268	130.455	1.159	0.864	8	5532.017
YMR195W|chrXIII;653941;654033|653982,654012,AAG,CGACGA	12;5;1;214;1309;659;965;195;33;2077;1021	6.720;2.503;1.000;155.580;934.610;391.638;554.065;116.668;22.483	2077	106.733	1021	105.043	0.984	0.723	9	2185.267
YOR094W|Spar_15;490093;490158|WT	0;1;0;0;219;123;195;112;101;178;0	0.000;0.501;0.000;0.000;156.363;73.098;111.961;67.009;68.812	178	9.147	0	0.000	0.000	0.808	6	477.744
YLR243W|Spar_12;582847;582927|WT	0;1;1;0;0;0;47;30;1226;305;1619	0.000;0.501;1.000;0.000;0.000;0.000;26.986;17.949;835.288	305	15.673	1619	166.567	10.628	0.993	5	881.724
YKR060W|chrXI;556486;556517|WT	0;18;0;0;0;0;0;0;0;0;0	0.000;9.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	0.087	1	9.01
YOL090W|chrXV;147328;147381|WT	1;0;81;0;1;115;0;0;0;70;126	0.560;0.000;81.000;0.000;0.714;68.344;0.000;0.000;0.000	70	3.597	126	12.963	3.604	0.490	4	150.618
YOL148C|chrXV;47634;47574|WT	2;0;10;57;307;327;348;183;8;608;212	1.120;0.000;10.000;41.440;219.194;194.333;199.808;109.488;5.450	608	31.244	212	21.811	0.698	0.757	8	780.833
YPL232W|chrXVI;107099;107274|WT	0;0;0;0;0;136;0;0;0;56;0	0.000;0.000;0.000;0.000;0.000;80.824;0.000;0.000;0.000	56	2.878	0	0.000	0.000	0.732	1	80.824
YDR362C|Spar_4;983618;983698|WT	3;8;12;244;799;1747;817;128;2;1274;612	1.680;4.004;12.000;177.391;570.476;1038.228;469.089;76.582;1.363	1274	65.469	612	62.964	0.962	0.722	9	2350.813
YHR111W|Spar_8;310525;310560|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YPL019C|chrXVI;517169;517018|517038,517020,WT,CGACGA	24;3;493;1688;825;2;3;1;1;2469;1324	13.440;1.502;493.000;1227.194;589.040;1.189;1.722;0.598;0.681	2469	126.877	1324	136.217	1.074	0.463	9	2328.366
YOL109W|chrXV;110240;110296|WT	0;0;0;0;0;0;46;145;120;53;0	0.000;0.000;0.000;0.000;0.000;0.000;26.411;86.753;81.757	53	2.724	0	0.000	0.000	0.970	3	194.921
YMR181C|chrXIII;624258;624080|WT	0;0;0;0;0;0;0;0;0;60;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	60	3.083	0	0.000	0.000	TooLow	0	0
YKR039W|Spar_11;529892;529965|WT	0;0;0;0;0;0;44;0;0;76;0	0.000;0.000;0.000;0.000;0.000;0.000;25.263;0.000;0.000	76	3.906	0	0.000	0.000	0.877	1	25.263
YER080W|chrV;319931;319962|WT	0;0;0;0;0;6;141;36;42;59;117	0.000;0.000;0.000;0.000;0.000;3.566;80.957;21.539;28.615	59	3.032	117	12.037	3.970	0.914	4	134.677
YOL095C|chrXV;141486;141347|141393,AAG	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YPR085C|chrXVI;709900;709828|709872,709833,WT,CGACGA	2747;1409;2;1;1;4;1;1;0;1304;352	1538.267;705.247;2.000;0.727;0.714;2.377;0.574;0.598;0.000	1304	67.010	352	36.215	0.540	0.040	8	2250.504
YGL175C|Spar_7;174409;174367|174372,AAG	0;13;75;88;1;0;0;0;0;173;0	0.000;6.507;75.000;63.977;0.714;0.000;0.000;0.000;0.000	173	8.890	0	0.000	0.000	0.352	4	146.198
YHR170W|chrVIII;443785;443827|WT	0;0;0;0;0;0;0;1;0;6;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.598;0.000	6	0.308	0	0.000	0.000	0.971	1	0.598
YBL056W|Spar_2;108892;108937|WT	0;0;0;0;0;0;0;96;26;31;44	0.000;0.000;0.000;0.000;0.000;0.000;0.000;57.436;17.714	31	1.593	44	4.527	2.842	0.978	2	75.15
YDR162C|Spar_4;771411;771306|WT	10;3;2;2;4;166;1277;3287;2034;2150;1720	5.600;1.502;2.000;1.454;2.856;98.652;733.202;1966.597;1385.787	2150	110.485	1720	176.958	1.602	0.956	9	4197.65
YKL144C|chrXI;176527;176481|WT	0;0;0;0;0;0;0;0;0;5;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	5	0.257	0	0.000	0.000	TooLow	0	0
YLR146C|chrXII;433767;433725|433766,433748,WT,CGACGA	17;51;1;0;0;0;0;0;0;48;0	9.520;25.527;1.000;0.000;0.000;0.000;0.000;0.000;0.000	48	2.467	0	0.000	0.000	0.079	3	36.047
YLR293C|Spar_12;675231;675209|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YIL088C|Spar_9;181016;181006|WT	0;0;0;0;0;0;4;7;10;5;15	0.000;0.000;0.000;0.000;0.000;0.000;2.297;4.188;6.813	5	0.257	15	1.543	6.004	0.966	3	13.298
YER092W|Spar_5;353445;353468|WT	0;0;0;0;0;2;0;0;4;14;15	0.000;0.000;0.000;0.000;0.000;1.189;0.000;0.000;2.725	14	0.719	15	1.543	2.146	0.893	2	3.914
YBL020W|chrII;182345;182400|WT	1;0;0;0;0;112;64;98;67;90;131	0.560;0.000;0.000;0.000;0.000;66.561;36.746;58.633;45.648	90	4.625	131	13.478	2.914	0.880	5	208.148
YAL014C|Spar_1;104153;104128|104147,AAG	1;1;0;0;0;34;84;120;55;60;360	0.560;0.501;0.000;0.000;0.000;20.206;48.229;71.795;37.472	60	3.083	360	37.038	12.014	0.914	6	178.763
YEL046C|chrV;68833;68792|WT	2;1;2;1;0;0;96;173;134;99;169	1.120;0.501;2.000;0.727;0.000;0.000;55.119;103.505;91.296	99	5.087	169	17.387	3.418	0.940	7	254.268
YHR175W|Spar_8;431431;431489|WT	0;0;0;0;44;428;90;11;0;148;233	0.000;0.000;0.000;0.000;31.415;254.357;51.674;6.581;0.000	148	7.605	233	23.972	3.152	0.750	4	344.027
YMR200W|chrXIII;664650;664751|WT	4;240;1;0;470;1328;666;594;339;1290;367	2.240;120.127;1.000;0.000;335.574;789.219;382.391;355.388;230.965	1290	66.291	367	37.758	0.570	0.773	8	2216.904
YPL064C|Spar_16;454760;454734|WT	12;38;0;0;0;0;0;0;0;27;0	6.720;19.020;0.000;0.000;0.000;0.000;0.000;0.000;0.000	27	1.387	0	0.000	0.000	0.068	2	25.74
YPL120W|Spar_16;347190;347212|WT	0;0;0;14;24;48;106;0;5;66;0	0.000;0.000;0.000;10.178;17.136;28.526;60.861;0.000;3.407	66	3.392	0	0.000	0.000	0.774	5	120.108
YDL182W|chrIV;133419;133436|WT	0;0;0;0;0;3;0;0;0;7;0	0.000;0.000;0.000;0.000;0.000;1.783;0.000;0.000;0.000	7	0.360	0	0.000	0.000	0.732	1	1.783
YDL127W|Spar_4;239724;239795|WT	0;2;0;0;0;0;26;286;337;247;478	0.000;1.001;0.000;0.000;0.000;0.000;14.928;171.113;229.602	247	12.693	478	49.178	3.874	0.979	4	416.644
YAL047C|Spar_1;32236;32230|WT	0;0;0;0;0;1;0;0;6;4;14	0.000;0.000;0.000;0.000;0.000;0.594;0.000;0.000;4.088	4	0.206	14	1.440	6.990	0.955	2	4.682
YOL081W|chrXV;170940;171069|170956,170992,ATG	6597;1692;65;329;3;5;4;2;1;4310;886	3694.192;846.897;65.000;239.186;2.142;2.971;2.297;1.197;0.681	4310	221.483	886	91.154	0.412	0.054	9	4854.563
YBR283C|chrII;770544;770415|770479,770449,ATG	6201;7803;29;5;56;10;10;3;3;6344;0	3472.440;3905.638;29.000;3.635;39.983;5.943;5.742;1.795;2.044	6344	326.007	0	0.000	0.000	0.059	9	7466.22
YLR026C|Spar_12;184750;184631|WT	23;298;213;6814;9813;1815;2122;13;274;11840;8892	12.880;149.158;213.000;4953.850;7006.361;1078.639;1218.368;7.778;186.679	11840	608.436	8892	914.834	1.504	0.598	9	14826.713
YJR140C|Spar_10;674327;674255|WT	13;0;1;14;6;764;637;104;55;624;456	7.280;0.000;1.000;10.178;4.284;454.039;365.740;62.223;37.472	624	32.066	456	46.915	1.463	0.804	8	942.216
YKL184W|chrXI;96622;96756|96700,96742,WT,CGACGA	1;3;0;270;659;0;1;0;0;1023;109	0.560;1.502;0.000;196.293;470.518;0.000;0.574;0.000;0.000	1023	52.570	109	11.214	0.213	0.585	5	669.447
YLR313C|chrXII;762409;762342|762367,762355,AAG	0;4;1;0;0;1;700;600;431;331;1	0.000;2.002;1.000;0.000;0.000;0.594;401.912;358.977;293.645	331	17.009	1	0.103	0.006	0.939	6	1058.13
YJL170C|chrX;101789;101779|WT	0;0;0;0;0;0;11;0;2;7;22	0.000;0.000;0.000;0.000;0.000;0.000;6.316;0.000;1.363	7	0.360	22	2.263	6.286	0.904	2	7.679
YHR210C|chrVIII;521821;521737|WT	3232;702;116;10;4;3;261;2;1;1489;0	1809.858;351.372;116.000;7.270;2.856;1.783;149.856;1.197;0.681	1489	76.517	0	0.000	0.000	0.095	9	2440.873
YNL037C|chrXIV;559107;559002|559076,559002,AAG	0;0;0;0;351;0;0;0;1;4;0	0.000;0.000;0.000;0.000;250.610;0.000;0.000;0.000;0.681	4	0.206	0	0.000	0.000	0.646	2	251.291
YDR378C|Spar_4;957974;957991|WT	0;0;0;0;0;0;0;7;0;8;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;4.188;0.000	8	0.411	0	0.000	0.000	0.971	1	4.188
YIL005W|Spar_9;321755;321885|WT	2;3;0;549;850;0;22;0;2;1527;279	1.120;1.502;0.000;399.129;606.889;0.000;12.632;0.000;1.363	1527	78.470	279	28.704	0.366	0.570	6	1022.635
YGL070C|chrVII;374852;374827|WT	0;0;0;0;0;0;18;0;4;11;0	0.000;0.000;0.000;0.000;0.000;0.000;10.335;0.000;2.725	11	0.565	0	0.000	0.000	0.903	2	13.06
YER176W|Spar_5;543087;543139|WT	3;1;0;8;35;221;287;221;97;222;1267	1.680;0.501;0.000;5.816;24.990;131.338;164.784;132.223;66.087	222	11.408	1267	130.352	11.426	0.859	8	527.419
YJL050W|Spar_10;331410;331435|WT	0;0;0;0;0;0;18;12;1;6;0	0.000;0.000;0.000;0.000;0.000;0.000;10.335;7.180;0.681	6	0.308	0	0.000	0.000	0.921	3	18.196
