Construct	RawFACS	NormFACS	RawDNA	NormDNA	RawRNA	NormRNA	TxnLevl	YFP2mCherry	NonZeroBins	TotalFacsReads
YOR173W|chrXV;657207;657263|WT	0;0;0;0;0;0;31;10;3;17;0	0.000;0.000;0.000;0.000;0.000;0.000;19.609;9.987;1.333	17	0.949	0	0.000	0.000	0.917	3	30.929
YJL085W|chrX;272746;272826|272789,272837,AAG,CGACGA	2;1;1;0;3;264;544;354;262;555;763	1.092;1.000;0.670;0.000;1.280;177.435;344.113;353.550;116.440	555	30.969	763	53.703	1.734	0.890	8	995.58
YJL199C|Spar_10;51640;51519|51547,AAG	13699;729;68;537;88;189;13;2;416;4669;599	7480.690;729.000;45.543;279.574;37.545;127.027;8.223;1.997;184.881	4669	260.532	599	42.160	0.162	0.072	9	8894.48
YJR141W|Spar_10;674436;674469|674459,AAG	0;0;0;0;0;137;48;22;0;56;233	0.000;0.000;0.000;0.000;0.000;92.078;30.363;21.972;0.000	56	3.125	233	16.399	5.248	0.789	3	144.413
YDR444W|chrIV;1350204;1350289|WT	4937;939;37;76;33;7;6;0;4;3180;983	2695.975;939.000;24.781;39.567;14.079;4.705;3.795;0.000;1.778	3180	177.445	983	69.187	0.390	0.045	8	3723.68
YJL079C|chrX;290938;290774|290821,290794,AAG	0;0;0;0;0;44;0;2;0;71;126	0.000;0.000;0.000;0.000;0.000;29.572;0.000;1.997;0.000	71	3.962	126	8.868	2.238	0.731	2	31.569
YLR201C|Spar_12;515555;515515|WT	0;0;1;0;0;130;195;36;11;95;283	0.000;0.000;0.670;0.000;0.000;87.373;123.349;35.954;4.889	95	5.301	283	19.919	3.758	0.839	5	252.235
YNL288W|chrXIV;90177;90302|90250,90292,WT,CGACGA	10;4;63;85;2136;1746;1551;211;26;2455;1877	5.461;4.000;42.195;44.253;911.314;1173.489;981.100;210.732;11.555	2455	136.990	1877	132.111	0.964	0.734	9	3384.099
YIL029C|chrIX;301362;301257|301350,AAG	7759;1127;305;40;12;8;189;6;5;5785;2609	4237.001;1127.000;204.275;20.825;5.120;5.377;119.554;5.992;2.222	5785	322.805	2609	183.632	0.569	0.062	9	5727.366
YGR267C|chrVII;1025910;1025735|1025793,1025775,AAG	2;0;283;1443;123;50;53;0;0;1117;716	1.092;0.000;189.540;751.257;52.477;33.605;33.526;0.000;0.000	1117	62.329	716	50.395	0.809	0.421	6	1061.497
YGL013C|chrVII;472433;472298|472342,472298,WT,CGACGA	1;2;359;1330;46;1;0;0;0;838;148	0.546;2.000;240.442;692.427;19.626;0.672;0.000;0.000;0.000	838	46.761	148	10.417	0.223	0.381	6	955.713
YPL280W|chrXVI;11813;11886|WT	80;0;1;1;60;686;668;119;96;747;1988	43.686;0.000;0.670;0.521;25.599;461.062;422.550;118.849;42.665	747	41.683	1988	139.923	3.357	0.787	8	1115.602
YKL045W|chrXI;353445;353492|353459,353483,WT,CGACGA	1;0;0;0;40;160;188;123;175;162;447	0.546;0.000;0.000;0.000;17.066;107.536;118.921;122.844;77.775	162	9.040	447	31.462	3.480	0.871	6	444.688
YLR330W|chrXII;787651;787663|WT	0;0;0;0;0;17;46;3;2;30;92	0.000;0.000;0.000;0.000;0.000;11.426;29.098;2.996;0.889	30	1.674	92	6.475	3.868	0.851	4	44.409
YDR538W|chrIV;1510840;1510901|WT	2;0;0;0;5;603;643;163;72;330;1494	1.092;0.000;0.000;0.000;2.133;405.277;406.736;162.793;31.999	330	18.414	1494	105.153	5.710	0.832	6	1010.03
YBR121C|chrII;483415;483367|WT	0;0;0;0;0;0;0;0;82;10;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;36.443	10	0.558	0	0.000	0.000	1.000	1	36.443
YLR326W|Spar_12;735665;735729|WT	0;0;0;106;1118;261;76;18;0;349;401	0.000;0.000;0.000;55.186;476.989;175.419;48.075;17.977;0.000	349	19.474	401	28.224	1.449	0.628	5	773.646
YBR095C|chrII;435722;435698|WT	0;0;19;0;9;0;0;0;0;5;22	0.000;0.000;12.725;0.000;3.840;0.000;0.000;0.000;0.000	5	0.279	22	1.548	5.548	0.349	2	16.565
YKL048C|chrXI;349221;349136|WT	5;360;731;1;62;5;1;0;1;989;181	2.730;360.000;489.590;0.521;26.452;3.361;0.633;0.000;0.444	989	55.187	181	12.739	0.231	0.208	8	883.731
YPL072W|Spar_16;443421;443599|443568,AAG	484;1116;158;1;2;0;2;0;0;1062;1	264.301;1116.000;105.821;0.521;0.853;0.000;1.265;0.000;0.000	1062	59.260	1	0.070	0.001	0.083	6	1488.761
YGR288W|chrVII;1070222;1070292|1070249,AAG	0;0;65;167;244;0;1;0;0;436;505	0.000;0.000;43.534;86.944;104.101;0.000;0.633;0.000;0.000	436	24.329	505	35.544	1.461	0.464	4	235.212
YLR160C|chrXII;487446;487289|487383,487317,AAG,CGACGA	7487;502;3;44;102;4;6;136;3;2878;429	4088.468;502.000;2.009;22.907;43.518;2.688;3.795;135.827;1.333	2878	160.593	429	30.195	0.188	0.061	9	4802.545
YKL136W|chrXI;186346;186415|WT	64;262;4;0;1;93;0;0;0;144;89	34.949;262.000;2.679;0.000;0.427;62.505;0.000;0.000;0.000	144	8.035	89	6.264	0.780	0.185	5	362.56
YFR010W|chrVI;164984;165066|WT	3;1;0;26;433;655;1157;236;103;1275;249	1.638;1.000;0.000;13.536;184.737;440.227;731.872;235.700;45.776	1275	71.145	249	17.526	0.246	0.816	8	1654.486
YGL143C|Spar_7;235287;235253|235261,AAG	0;0;1;0;0;83;137;37;69;88;95	0.000;0.000;0.670;0.000;0.000;55.784;86.661;36.953;30.665	88	4.910	95	6.686	1.362	0.869	5	210.733
YMR005W|chrXIII;275973;276044|275975,275990,AAG,CGACGA	6;3;976;1877;463;200;3;0;1;1624;263	3.276;3.000;653.680;977.207;197.537;134.420;1.898;0.000;0.444	1624	90.620	263	18.511	0.204	0.405	8	1971.462
YDL109C|Spar_4;272138;272121|WT	0;0;0;7;4;27;2;0;0;18;121	0.000;0.000;0.000;3.644;1.707;18.147;1.265;0.000;0.000	18	1.004	121	8.516	8.482	0.674	4	24.763
YDR264C|Spar_4;1043811;1043713|WT	166;2862;479;296;5;1;9;0;2;2323;777	90.649;2862.000;320.812;154.104;2.133;0.672;5.693;0.000;0.889	2323	129.624	777	54.688	0.422	0.112	8	3436.952
YMR028W|chrXIII;327452;327481|WT	0;0;0;0;0;0;73;0;0;29;0	0.000;0.000;0.000;0.000;0.000;0.000;46.177;0.000;0.000	29	1.618	0	0.000	0.000	0.890	1	46.177
YBR192W|chrII;607488;607651|WT	0;1;0;114;0;178;0;62;0;172;211	0.000;1.000;0.000;59.351;0.000;119.634;0.000;61.921;0.000	172	9.598	211	14.851	1.547	0.697	4	241.906
YHR002W|chrVIII;108663;108811|108765,108811,AAG,CGACGA	0;3;2;113;2847;1543;3;35;1;1536;1152	0.000;3.000;1.340;58.830;1214.659;1037.053;1.898;34.956;0.444	1536	85.709	1152	81.082	0.946	0.641	8	2352.18
YPL107W|chrXVI;349064;349118|349078,AAG	1;0;0;4;106;39;357;56;31;112;0	0.546;0.000;0.000;2.082;45.224;26.212;225.824;55.929;13.777	112	6.250	0	0.000	0.000	0.847	7	369.594
YBR223C|Spar_2;650306;650280|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YER159C|Spar_5;498786;498633|498785,AAG	0;156;585;416;312;0;0;0;0;663;970	0.000;156.000;391.806;216.579;133.113;0.000;0.000;0.000;0.000	663	36.996	970	68.272	1.845	0.320	4	897.498
YHL002W|Spar_8;87659;87732|WT	3598;215;90;153;215;9;1;1;1;2046;134	1964.780;215.000;60.278;79.655;91.729;6.049;0.633;0.999;0.444	2046	114.168	134	9.431	0.083	0.068	9	2419.567
YPL096C-A|chrXVI;366805;366735|366757,366739,AAG	2;0;1;11;48;1014;335;102;0;452;2679	1.092;0.000;0.670;5.727;20.479;681.511;211.908;101.870;0.000	452	25.222	2679	188.558	7.476	0.770	7	1023.257
YJR014W|chrX;461794;461828|WT	0;0;0;0;0;0;0;15;41;8;56	0.000;0.000;0.000;0.000;0.000;0.000;0.000;14.981;18.221	8	0.446	56	3.941	8.836	0.980	2	33.202
YPR049C|Spar_16;679771;679713|WT	0;1;1;8;106;529;1338;144;44;578;433	0.000;1.000;0.670;4.165;45.224;355.542;846.365;143.817;19.555	578	32.253	433	30.476	0.945	0.841	8	1416.338
YKL142W|chrXI;178492;178514|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YLR107W|Spar_12;346299;346344|346322,AAG	0;46;0;0;0;0;0;0;0;23;0	0.000;46.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	23	1.283	0	0.000	0.000	0.077	1	46
YBR251W|Spar_2;701258;701303|WT	3;0;0;13;21;152;411;29;24;105;0	1.638;0.000;0.000;6.768;8.960;102.159;259.982;28.963;10.666	105	5.859	0	0.000	0.000	0.836	7	419.136
YHR018C|chrVIII;141439;141402|WT	0;0;0;0;0;0;155;18;68;13;144	0.000;0.000;0.000;0.000;0.000;0.000;98.047;17.977;30.221	13	0.725	144	10.135	13.979	0.921	3	146.245
YNL001W|Spar_14;604180;604272|WT	8;14;3;5;179;881;3234;2229;3091;2561;2395	4.369;14.000;2.009;2.603;76.369;592.121;2045.698;2226.168;1373.720	2561	142.905	2395	168.569	1.180	0.914	9	6337.057
YOR136W|Spar_15;532236;532323|WT	2;0;0;59;1;51;646;220;78;206;801	1.092;0.000;0.000;30.717;0.427;34.277;408.634;219.720;34.665	206	11.495	801	56.377	4.904	0.884	7	729.532
YPL228W|chrXVI;118235;118381|118312,118327,ATG	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YOR104W|chrXV;517611;517641|WT	0;0;0;0;0;19;113;98;37;77;78	0.000;0.000;0.000;0.000;0.000;12.770;71.479;97.875;16.444	77	4.297	78	5.490	1.278	0.920	4	198.568
YDR361C|Spar_4;986050;986084|WT	0;0;0;1;6;99;129;50;61;113;499	0.000;0.000;0.000;0.521;2.560;66.538;81.600;49.936;27.110	113	6.305	499	35.122	5.570	0.861	6	228.265
YMR113W|chrXIII;494941;494998|WT	0;1;2;0;29;63;479;93;119;126;435	0.000;1.000;1.340;0.000;12.373;42.342;302.996;92.882;52.887	126	7.031	435	30.617	4.355	0.885	7	505.82
YNR052C|Spar_14;697169;697130|WT	0;0;0;0;65;58;0;0;0;17;54	0.000;0.000;0.000;0.000;27.732;38.982;0.000;0.000;0.000	17	0.949	54	3.801	4.005	0.660	2	66.714
YBR233W|chrII;683348;683427|683369,683399,WT,CGACGA	3;29;1834;396;89;58;2;2;2;1148;1577	1.638;29.000;1228.329;206.166;37.971;38.982;1.265;1.997;0.889	1148	64.059	1577	110.995	1.733	0.312	9	1546.237
YLR372W|chrXII;867209;867353|867270,867306,AAG	4;3;270;3771;2380;171;2;0;0;1817;1131	2.184;3.000;180.834;1963.265;1015.415;114.929;1.265;0.000;0.000	1817	101.389	1131	79.604	0.785	0.467	7	3280.892
YPR004C|chrXVI;565055;565041|WT	0;0;0;0;6;8;9;2;0;3;42	0.000;0.000;0.000;0.000;2.560;5.377;5.693;1.997;0.000	3	0.167	42	2.956	17.701	0.782	4	15.627
YER028C|chrV;211944;211876|WT	2;0;1210;418;147;1;1;1;0;1125;0	1.092;0.000;810.403;217.620;62.717;0.672;0.633;0.999;0.000	1125	62.775	0	0.000	0.000	0.323	7	1094.136
YGL035C|chrVII;433167;433062|WT	25;16;135;3826;20986;5342;399;44;9;9487;11896	13.652;16.000;90.417;1991.900;8953.574;3590.366;252.391;43.944;4.000	9487	529.378	11896	837.287	1.582	0.594	9	14956.244
YIR035C|Spar_9;397525;397440|WT	1;0;0;1;0;299;180;36;0;165;370	0.546;0.000;0.000;0.521;0.000;200.958;113.861;35.954;0.000	165	9.207	370	26.042	2.829	0.794	5	351.84
YJL127C-B|Spar_10;173627;173541|WT	256;112;1758;8748;796;348;11;1;3;4561;8045	139.795;112.000;1177.428;4554.401;339.609;233.891;6.958;0.999;1.333	4561	254.505	8045	566.238	2.225	0.395	9	6566.414
YGL202W|chrVII;115935;116058|116018,116072,AAG,CGACGA	363;0;0;529;483;2;1;0;0;556;55	198.225;0.000;0.000;275.409;206.070;1.344;0.633;0.000;0.000	556	31.025	55	3.871	0.125	0.351	5	681.681
YJR050W|Spar_10;504608;504639|WT	0;0;0;0;8;53;81;17;6;49;252	0.000;0.000;0.000;0.000;3.413;35.621;51.237;16.978;2.667	49	2.734	252	17.737	6.488	0.836	5	109.916
YLR189C|chrXII;534448;534393|WT	0;0;0;1;0;157;305;23;8;96;776	0.000;0.000;0.000;0.521;0.000;105.520;192.931;22.971;3.555	96	5.357	776	54.618	10.196	0.838	5	325.498
YLR154W-E|chrXII;455337;455432|455343,AAG	15244;1950;511;165;18;135;156;3;1;8172;767	8324.376;1950.000;342.244;85.903;7.680;90.734;98.679;2.996;0.444	8172	456.001	767	53.984	0.118	0.055	9	10903.056
YGR279C|chrVII;1050065;1049958|1050022,1049989,AAG	13;6;24;4;322;1238;4361;1991;1543;2764;3303	7.099;6.000;16.074;2.082;137.380;832.062;2758.593;1988.470;685.749	2764	154.232	3303	232.478	1.507	0.889	9	6433.509
YPR147C|Spar_16;838816;838769|WT	0;0;176;78;2;2;0;0;0;76;71	0.000;0.000;117.877;40.609;0.853;1.344;0.000;0.000;0.000	76	4.241	71	4.997	1.178	0.319	4	160.683
YLR283W|chrXII;705168;705185|WT	0;0;0;0;0;2;0;0;0;9;43	0.000;0.000;0.000;0.000;0.000;1.344;0.000;0.000;0.000	9	0.502	43	3.027	6.030	0.716	1	1.344
YLR158C|chrXII;483739;483637|483731,483665,WT,CGACGA	44979;3333;475;635;257;83;38;44;80;21389;6482	24561.935;3333.000;318.133;330.595;109.648;55.784;24.037;43.944;35.554	21389	1193.514	6482	456.228	0.382	0.040	9	28812.63
YPL019C|chrXVI;517153;517018|517038,517020,ATG	4;415;2432;2794;214;57;6;1;1;3282;1359	2.184;415.000;1628.842;1454.618;91.302;38.310;3.795;0.999;0.444	3282	183.137	1359	95.652	0.522	0.322	9	3635.494
YDR300C|chrIV;1062823;1062791|WT	0;0;1;7;16;80;36;30;23;54;198	0.000;0.000;0.670;3.644;6.826;53.768;22.772;29.962;10.222	54	3.013	198	13.936	4.625	0.806	7	127.864
YHR021C|chrVIII;148704;148669|WT	0;0;0;0;0;0;6;0;0;16;60	0.000;0.000;0.000;0.000;0.000;0.000;3.795;0.000;0.000	16	0.893	60	4.223	4.729	0.890	1	3.795
YKL058W|Spar_11;343734;343776|WT	0;0;0;0;27;60;18;4;0;33;266	0.000;0.000;0.000;0.000;11.519;40.326;11.386;3.995;0.000	33	1.841	266	18.722	10.169	0.737	4	67.226
YPL104W|Spar_16;380727;380775|380738,AAG	2;3;1;1;276;503;283;12;31;342;1020	1.092;3.000;0.670;0.521;117.754;338.067;179.014;11.985;13.777	342	19.084	1020	71.792	3.762	0.742	9	665.88
YDR067C|Spar_4;582413;582349|582394,AAG	2;520;284;173;0;0;1;0;0;537;499	1.092;520.000;190.210;90.068;0.000;0.000;0.633;0.000;0.000	537	29.965	499	35.122	1.172	0.164	5	802.003
YDR467C|chrIV;1398021;1397909|1398009,AAG	7169;5950;629;389;409;440;454;3;3;10276;3661	3914.816;5950.000;421.275;202.522;174.498;295.725;287.182;2.996;1.333	10276	573.405	3661	257.675	0.449	0.117	9	11250.347
YMR026C|chrXIII;325590;325435|325550,AAG	1205;1638;117;4;3;76;1;0;0;2832;0	658.021;1638.000;78.361;2.082;1.280;51.080;0.633;0.000;0.000	2832	158.027	0	0.000	0.000	0.083	7	2429.457
YDR254W|Spar_4;940298;940368|WT	1;22;1;77;948;505;99;0;0;291;1015	0.546;22.000;0.670;40.088;404.460;339.411;62.623;0.000;0.000	291	16.238	1015	71.440	4.400	0.634	7	869.798
YML071C|chrXIII;131648;131572|131615,131573,ATG	89;228;0;0;1;0;0;0;0;258;276	48.601;228.000;0.000;0.000;0.427;0.000;0.000;0.000;0.000	258	14.396	276	19.426	1.349	0.069	3	277.028
YKL133C|chrXI;193083;193070|WT	0;0;24;0;0;0;0;0;0;20;7	0.000;0.000;16.074;0.000;0.000;0.000;0.000;0.000;0.000	20	1.116	7	0.493	0.442	0.277	1	16.074
YAL055W|Spar_1;17569;17579|WT	0;0;0;0;0;11;0;17;4;1;42	0.000;0.000;0.000;0.000;0.000;7.393;0.000;16.978;1.778	1	0.056	42	2.956	52.786	0.887	3	26.149
YIL028W|chrIX;301958;302099|302031,AAG	9721;711;360;240;11;5;8;2;4;5580;1685	5308.401;711.000;241.112;124.949;4.693;3.361;5.060;1.997;1.778	5580	311.366	1685	118.597	0.381	0.046	9	6402.351
YMR318C|Spar_13;861562;861472|WT	1;0;0;2;30;267;189;192;63;674;844	0.546;0.000;0.000;1.041;12.799;179.451;119.554;191.756;27.999	674	37.609	844	59.404	1.580	0.850	7	533.146
YBL107W-A:3|Spar_14;704605;704432|704509,AAG	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YGR094W|Spar_7;653580;653614|653581,AAG	0;19;73;1;0;0;0;0;0;26;0	0.000;19.000;48.892;0.521;0.000;0.000;0.000;0.000;0.000	26	1.451	0	0.000	0.000	0.222	3	68.413
YJL036W|chrX;378697;378824|378753,378768,ATG	16266;2369;254;91;20;13;14;38;6;7234;157	8882.466;2369.000;170.118;47.377;8.533;8.737;8.856;37.952;2.667	7234	403.660	157	11.050	0.027	0.042	9	11535.706
YPL063W|chrXVI;429814;429938|429910,429938,ATG	7761;2084;600;419;20;12;6;3;7;7210;1187	4238.093;2084.000;401.853;218.141;8.533;8.065;3.795;2.996;3.111	7210	402.321	1187	83.546	0.208	0.067	9	6968.587
YPL068C|Spar_16;450247;450207|WT	0;1;0;0;2;24;0;73;62;30;0	0.000;1.000;0.000;0.000;0.853;16.130;0.000;72.907;27.554	30	1.674	0	0.000	0.000	0.914	5	118.444
YML079W|chrXIII;110237;110246|WT	0;0;0;0;0;70;5;0;1;6;119	0.000;0.000;0.000;0.000;0.000;47.047;3.163;0.000;0.444	6	0.335	119	8.376	25.003	0.735	3	50.654
YJL103C|chrX;231043;230881|230964,AAG	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YPL133C|chrXVI;301331;301228|301324,301291,AAG	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YBR076C-A|chrII;391670;391617|WT	67;0;0;3;0;0;0;0;0;5;57	36.587;0.000;0.000;1.562;0.000;0.000;0.000;0.000;0.000	5	0.279	57	4.012	14.380	0.040	2	38.149
YBR237W|chrII;691912;691968|WT	2;1;16;97;947;130;145;0;0;375;51	1.092;1.000;10.716;50.500;404.033;87.373;91.721;0.000;0.000	375	20.925	51	3.590	0.172	0.621	7	646.435
YPR022C|chrXVI;607349;607312|WT	1;0;0;0;0;0;7;19;89;12;285	0.546;0.000;0.000;0.000;0.000;0.000;4.428;18.976;39.554	12	0.670	285	20.059	29.939	0.963	4	63.504
YBR290W|Spar_2;762363;762405|WT	2;1;113;92;1;5;0;0;0;80;329	1.092;1.000;75.682;47.897;0.427;3.361;0.000;0.000;0.000	80	4.464	329	23.156	5.187	0.335	6	129.459
YKL082C|chrXI;282412;282329|WT	35;4376;447;94;36;120;7;1;1;4567;6935	19.113;4376.000;299.380;48.938;15.359;80.652;4.428;0.999;0.444	4567	254.840	6935	488.112	1.915	0.106	9	4845.313
YDR531W|chrIV;1498181;1498231|WT	0;0;1;54;426;51;1;0;8;159;1201	0.000;0.000;0.670;28.114;181.751;34.277;0.633;0.000;3.555	159	8.872	1201	84.531	9.528	0.587	6	249
YOL081W|Spar_15;155323;155475|WT	3;3;6;3;414;776;1673;1125;1093;1100;646	1.638;3.000;4.019;1.562;176.631;521.551;1058.273;1123.570;485.757	1100	61.380	646	45.468	0.741	0.882	9	3376.001
YGL012W|Spar_7;469437;469443|WT	0;0;0;0;0;0;0;0;0;1;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	1	0.056	0	0.000	0.000	TooLow	0	0
YER112W|Spar_5;398192;398281|WT	1;2;1;288;1129;623;94;77;15;1079;1775	0.546;2.000;0.670;149.939;481.682;418.719;59.461;76.902;6.666	1079	60.209	1775	124.931	2.075	0.647	9	1196.585
YHR135C|chrVIII;374431;374310|374344,374310,AAG	1393;28240;13275;1218;999;568;456;124;14;30736;11751	760.683;28240.000;8890.988;634.118;426.218;381.754;288.447;123.842;6.222	30736	1715.080	11751	827.081	0.482	0.147	9	39752.272
YIL093C|chrIX;188859;188784|188825,188795,ATG	134;151;0;1;0;0;1;0;1;137;0	73.174;151.000;0.000;0.521;0.000;0.000;0.633;0.000;0.444	137	7.645	0	0.000	0.000	0.068	5	225.772
YDR181C|Spar_4;814753;814695|814727,AAG	1;1;63;216;722;55;0;0;0;167;593	0.546;1.000;42.195;112.454;308.038;36.966;0.000;0.000;0.000	167	9.319	593	41.738	4.479	0.524	6	501.199
YOL063C|chrXV;210338;210265|WT	349;388;96;1;0;3;3;0;0;269;0	190.580;388.000;64.296;0.521;0.000;2.016;1.898;0.000;0.000	269	15.010	0	0.000	0.000	0.086	6	647.311
YDR516C|Spar_4;1454567;1454510|WT	0;0;0;1;22;45;57;77;103;83;111	0.000;0.000;0.000;0.521;9.386;30.245;36.056;76.902;45.776	83	4.631	111	7.813	1.687	0.895	6	198.886
YFL008W|Spar_6;153426;153480|WT	0;1;3;5;2;70;381;297;565;251;559	0.000;1.000;2.009;2.603;0.853;47.047;241.005;296.623;251.101	251	14.006	559	39.345	2.809	0.930	8	842.241
YNL162W-A|chrXIV;330311;330328|WT	0;0;0;0;0;0;0;0;2;1;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.889	1	0.056	0	0.000	0.000	1.000	1	0.889
YDR038C|chrIV;530793;530697|530745,530706,AAG,CGACGA	9;2;2;4;442;1734;3774;747;700;1881;2342	4.915;2.000;1.340;2.082;188.577;1165.424;2387.281;746.051;311.098	1881	104.960	2342	164.839	1.570	0.851	9	4808.768
YBL066C|chrII;100126;100115|WT	5;0;0;0;0;2;0;0;0;8;0	2.730;0.000;0.000;0.000;0.000;1.344;0.000;0.000;0.000	8	0.446	0	0.000	0.000	0.298	2	4.074
YDR321W|Spar_4;1146851;1146881|WT	0;0;0;0;35;51;32;0;0;31;139	0.000;0.000;0.000;0.000;14.933;34.277;20.242;0.000;0.000	31	1.730	139	9.783	5.655	0.739	3	69.452
YNR059W|chrXIV;736737;736802|736741,AAG	5;0;0;4;2;106;657;308;597;505;1348	2.730;0.000;0.000;2.082;0.853;71.243;415.592;307.609;265.322	505	28.179	1348	94.877	3.367	0.920	7	1065.431
YIL103W|Spar_9;152631;152681|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YDR493W|chrIV;1436128;1436216|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YLL059C|chrXII;23135;22980|23096,AAG	3790;105;8;2;3;1;0;0;0;2327;778	2069.627;105.000;5.358;1.041;1.280;0.672;0.000;0.000;0.000	2327	129.847	778	54.759	0.422	0.024	6	2182.978
YBL054W|chrII;117473;117588|WT	43;59;7;441;2064;6775;6822;941;1220;5731;6969	23.481;59.000;4.688;229.594;880.595;4553.488;4315.323;939.804;542.199	5731	319.792	6969	490.505	1.534	0.793	9	11548.172
YNL232W|Spar_14;198495;198567|WT	0;1;9;8;152;424;113;13;0;200;263	0.000;1.000;6.028;4.165;64.850;284.971;71.479;12.983;0.000	200	11.160	263	18.511	1.659	0.718	7	445.476
YBR066C|chrII;370737;370699|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YBL010C|Spar_2;189976;189956|WT	0;0;0;0;66;75;5;0;0;39;59	0.000;0.000;0.000;0.000;28.159;50.408;3.163;0.000;0.000	39	2.176	59	4.153	1.909	0.678	3	81.73
YLR386W|Spar_12;848253;848275|WT	0;0;0;2;0;0;38;1;0;8;112	0.000;0.000;0.000;1.041;0.000;0.000;24.037;0.999;0.000	8	0.446	112	7.883	17.675	0.859	3	26.077
YOL141W|Spar_15;45656;45700|45657,AAG	0;0;0;0;0;44;129;14;123;82;248	0.000;0.000;0.000;0.000;0.000;29.572;81.600;13.982;54.664	82	4.576	248	17.455	3.814	0.900	4	179.818
YJL157C|Spar_10;118312;118267|WT	1;0;0;1;138;187;146;3;3;86;588	0.546;0.000;0.000;0.521;58.877;125.683;92.354;2.996;1.333	86	4.799	588	41.386	8.624	0.746	7	282.31
YGL056C|chrVII;397716;397618|397641,397618,WT,CGACGA	26;118;543;6302;19583;2161;562;54;6;11777;15281	14.198;118.000;363.677;3280.960;8354.991;1452.411;355.499;53.931;2.667	11777	657.161	15281	1075.536	1.637	0.552	9	13996.334
YMR188C|chrXIII;637078;637004|637056,637041,AAG,CGACGA	4;2;1;56;1457;2245;311;44;103;823;2810	2.184;2.000;0.670;29.155;621.622;1508.868;196.726;43.944;45.776	823	45.924	2810	197.779	4.307	0.700	9	2450.945
YOR083W|chrXV;479471;479532|WT	0;0;23;263;160;56;0;0;0;202;301	0.000;0.000;15.404;136.924;68.263;37.638;0.000;0.000;0.000	202	11.272	301	21.186	1.880	0.493	4	258.229
YJL133W|chrX;160509;160618|WT	0;0;158;0;0;0;0;0;0;28;0	0.000;0.000;105.821;0.000;0.000;0.000;0.000;0.000;0.000	28	1.562	0	0.000	0.000	0.277	1	105.821
YHL034C|chrVIII;34173;34077|34142,34077,ATG	229;0;0;1;0;1;0;0;0;137;150	125.051;0.000;0.000;0.521;0.000;0.672;0.000;0.000;0.000	137	7.645	150	10.558	1.381	0.028	3	126.244
YGR257C|Spar_7;972450;972368|972426,AAG	15;7;59;390;2293;3504;7273;1261;1016;4467;821	8.191;7.000;39.516;203.043;978.297;2355.044;4600.608;1259.398;451.537	4467	249.260	821	57.785	0.232	0.818	9	9902.634
YCR100C|chrIII;302376;302221|302307,AAG	1242;35;0;2;2;0;1;0;0;330;66	678.226;35.000;0.000;1.041;0.853;0.000;0.633;0.000;0.000	330	18.414	66	4.645	0.252	0.025	5	715.753
YMR318C|chrXIII;912187;912143|WT	0;0;0;0;16;188;129;38;27;80;619	0.000;0.000;0.000;0.000;6.826;126.355;81.600;37.952;11.999	80	4.464	619	43.568	9.760	0.813	5	264.732
YJR112W|Spar_10;615516;615524|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YDR027C|chrIV;497441;497318|497375,497351,ATG	24309;2277;30;20;24;160;18;108;13;9792;2406	13274.552;2277.000;20.093;10.412;10.239;107.536;11.386;107.863;5.778	9792	546.397	2406	169.344	0.310	0.041	9	15824.859
