Constructs	TotalFacsReads_R1	TotalFacsReads_R2	TotalFacsReads_R3	AverageFacsReads
YJL036W|chrX;378697;378824|378753,378768,ATG	763.912	832.381	604.387	733.5600000000001
YGR053C|chrVII;595940;595837|WT	204.945	177.984	99.029	160.65266666666665
YIL031W|chrIX;292462;292632|WT	3605.831	3368.403	2465.278	3146.5040000000004
YPL068C|chrXVI;425162;425096|WT	20.888	28.369	7.0	18.752333333333336
YDL138W|chrIV;213245;213350|WT	107.025	101.49	23.807	77.44066666666666
YNR010W|chrXIV;643667;643743|643668,AAG	78.399	50.086	65.178	64.55433333333333
YNL230C|chrXIV;218750;218662|218727,AAG	40.56	71.947	128.65	80.38566666666667
YBR291C|Spar_2;764477;764392|WT	836.003	782.579	513.435	710.6723333333333
YCR107W|chrIII;313775;313889|313823,AAG	592.672	669.833	580.726	614.4103333333334
YER067W|chrV;291989;292065|291999,292023,ATG	1694.499	1951.202	1179.456	1608.3856666666668
YHR048W|chrVIII;204457;204606|204498,AAG	934.353	797.128	563.794	765.0916666666667
YHR210C|chrVIII;521873;521737|521783,AAG	62.188	71.483	98.445	77.372
YJL036W|chrX;378726;378824|378804,378824,ATG	1449.578	1674.02	715.861	1279.8196666666665
YJL041W|Spar_10;352032;351888|352022,AAG	3660.345	4206.773	2758.704	3541.940666666667
YKL026C|chrXI;390006;389883|WT	3306.368	3593.153	1919.66	2939.7270000000003
YKL169C|chrXI;131161;131068|131079,AAG	1480.065	1392.318	1444.267	1438.8833333333332
YLR164W|chrXII;493736;493882|WT	4445.613	4421.107	3098.313	3988.344333333334
YLR211C|Spar_12;529848;529787|529795,AAG	1761.533	1723.228	1592.573	1692.4446666666665
YNL093W|Spar_14;435160;435329|WT	1635.165	1769.332	1414.059	1606.1853333333336
YMR065W|Spar_13;377504;377623|WT	609.063	887.349	751.239	749.217
YBL040C|chrII;142900;142868|142889,142871,ATG	1786.586	1425.671	1329.467	1513.9080000000001
YBR289W|chrII;779637;779666|WT	77.888	83.717	76.246	79.28366666666666
YDL164C|chrIV;167305;167254|WT	95.311	110.353	121.775	109.14633333333332
YDR478W|Spar_4;1392220;1392241|WT	2362.528	2313.535	3812.108	2829.3903333333333
YDR514C|chrIV;1473085;1472999|WT	1556.591	1709.319	1198.817	1488.2423333333334
YGR171C|Spar_7;808864;808843|WT	3619.36	4555.655	4065.883	4080.299333333333
YIL021W|Spar_9;288025;288089|WT	79.952	52.533	45.306	59.263666666666666
YKL174C|Spar_11;130695;130632|WT	12.599	34.42	23.155	23.391333333333336
YLL018C|Spar_12;98921;98883|WT	38.927	18.744	28.266	28.645666666666667
YLR239C|chrXII;617362;617318|WT	1794.713	2269.617	513.317	1525.8823333333332
YNR032W|chrXIV;685865;686009|WT	561.925	201.123	137.077	300.0416666666667
YPL029W|chrXVI;495463;495505|WT	980.015	1228.637	930.577	1046.4096666666667
YPL081W|chrXVI;404917;404949|WT	67.875	71.86	70.643	70.126
YJL124C|chrX;187810;187644|187705,187681,ATG	433.252	682.821	519.002	545.025
YOR064C|chrXV;446814;446738|446793,AAG	27.636	8.276	7.653	14.521666666666667
YBR043C|chrII;324023;323945|324011,323981,WT,CGACGA	34.709	36.454	53.827	41.663333333333334
YDL022C-A|chrIV;410200;410056|410153,AAG	47.278	68.17	60.522	58.656666666666666
YOR186C-A|chrXV;683634;683538|683584,AAG	2987.135	3551.307	3325.19	3287.8773333333334
YPL167C|chrXVI;237157;237107|237132,237107,AAG,CGACGA	1656.875	1318.336	879.103	1284.7713333333334
YBR098W|chrII;441401;441514|WT	643.523	448.761	708.533	600.2723333333333
YFR010W-A|chrVI;166667;166727|166697,AAG	880.833	219.52	89.091	396.48133333333334
YGR133W|Spar_7;733177;733354|733185,AAG	591.627	248.368	594.587	478.19399999999996
YLL051C|Spar_12;26561;26494|26516,AAG	1409.514	684.561	775.391	956.4886666666666
YNR010W|chrXIV;643667;643743|WT	1046.479	366.966	672.372	695.2723333333333
YOL035C|chrXV;259239;259105|259167,AAG	65.07	56.558	16.7	46.109333333333325
YPL114W|chrXVI;335935;335947|WT	165.055	32.172	26.771	74.666
YGL102C|chrVII;312030;311933|WT	37.428	1.727	15.805	18.319999999999997
YIR029W|Spar_9;386350;386475|386415,AAG	9.37	29.814	34.544	24.575999999999997
YLR053C|chrXII;248599;248426|248519,AAG	206.86	336.077	118.363	220.4333333333333
YDR084C|Spar_4;612870;612817|WT	1913.132	679.865	441.618	1011.5383333333334
YPL015C|chrXVI;526939;526883|526909,526883,AAG	6066.464	5946.487	4927.664	5646.871666666667
YBR009C|chrII;255720;255684|WT	10581.543	8431.348	6528.1	8513.663666666667
YGL078C|chrVII;361942;361859|WT	8503.037	8070.108	7347.866	7973.670333333333
YIL014W|Spar_9;300986;301104|WT	4927.331	8439.756	4925.873	6097.653333333333
YOR237W|chrXV;781914;781993|WT	1335.075	909.075	1059.994	1101.3813333333335
YGR188C|Spar_7;842190;842132|WT	4132.138	2111.969	1202.018	2482.0416666666665
YNL046W|Spar_14;521611;521647|WT	1965.52	1815.594	1053.777	1611.6303333333333
YGR168C|chrVII;834546;834482|WT	1082.816	1035.185	828.663	982.2213333333334
YGR221C|Spar_7;904001;903919|WT	210.811	76.698	213.936	167.14833333333334
YHL003C|chrVIII;102017;101883|101931,101898,ATG	718.955	507.589	502.355	576.2996666666667
YHR211W|Spar_8;508992;509061|509011,AAG	2911.664	4703.861	2735.98	3450.5016666666666
YJR054W|Spar_10;511880;511975|511940,AAG	5436.431	4615.304	4611.676	4887.803666666667
YNL289W|chrXIV;87758;87896|87834,87945,AAG,CGACGA	218.273	324.508	170.673	237.81799999999998
YPL071C|Spar_16;445684;445610|WT	2.154	6.398	4.054	4.202
YLR072W|Spar_12;261099;261172|261153,AAG	104.134	57.723	55.369	72.40866666666666
YBL047C|chrII;132196;132040|132133,132100,ATG	22.97	32.75	25.052	26.923999999999996
YDR069C|Spar_4;586724;586589|586659,AAG	39.572	33.741	15.359	29.557333333333332
YDR444W|chrIV;1350204;1350289|WT	344.697	271.532	225.896	280.7083333333333
YGR133W|Spar_7;733177;733354|733266,AAG	481.33	364.569	321.135	389.01133333333337
YGR267C|chrVII;1025894;1025735|1025793,1025775,ATG	342.163	249.227	201.074	264.1546666666666
YLR073C|Spar_12;264034;263928|WT	104.179	51.327	167.81	107.772
YLR157C|chrXII;474169;474057|474151,474085,WT,CGACGA	120.08	438.271	136.323	231.558
YBR196C-A|chrII;614350;614173|WT	2377.512	2132.566	1573.095	2027.7243333333333
YDR424C|Spar_4;1297353;1297209|1297297,AAG	2272.456	1456.498	1701.88	1810.2780000000002
YAR008W|chrI;158863;158965|158931,AAG	2805.42	3741.196	2767.866	3104.827333333333
YBR150C|Spar_2;517087;517024|517057,AAG	4002.65	3879.893	2385.079	3422.5406666666663
YBR233W|chrII;683318;683427|WT	2174.365	2338.747	1606.072	2039.7279999999998
YDR248C|Spar_4;933661;933602|WT	114.209	202.162	122.488	146.28633333333332
YDR472W|chrIV;1403202;1403321|WT	286.902	257.2	40.24	194.78066666666666
YER039C-A|Spar_5;230797;230756|WT	341.907	356.071	247.331	315.103
YKR046C|chrXI;525083;525074|WT	99.462	70.644	66.367	78.82433333333334
YLR227C|Spar_12;557376;557318|WT	7971.925	6654.379	4322.049	6316.117666666666
YMR071C|chrXIII;411345;411265|WT	161.135	11.141	69.424	80.56666666666666
YMR197C|chrXIII;659231;659198|WT	1192.264	1226.441	797.845	1072.1833333333334
YOL085W-A|chrXV;161456;161578|WT	300.594	158.067	339.73	266.13033333333334
YCR019W|chrIII;152710;152836|152772,152817,WT,CGACGA	10045.566	10906.422	7667.583	9539.857
YDR082W|Spar_4;609227;609254|WT	6051.844	6670.637	4630.318	5784.266333333333
YGL193C|chrVII;142321;142227|WT	7033.964	6212.98	7020.096	6755.68
YIR031C|Spar_9;390488;390334|390365,AAG	5005.478	3561.467	2970.045	3845.6633333333334
YKL026C|chrXI;390006;389883|389960,389921,ATG	14.222	10.22	16.729	13.723666666666666
YBR291C|Spar_2;764477;764392|764448,AAG	11.33	31.856	12.0	18.395333333333333
YDR082W|chrIV;610348;610440|WT	1303.374	1701.723	1257.087	1420.7279999999998
YDR438W|chrIV;1338134;1338273|1338199,AAG	2326.143	1954.325	1775.503	2018.657
YKL169C|chrXI;131161;131068|131075,AAG	130.544	79.584	203.806	137.978
YKR075W-A|chrXI;580096;580211|580153,AAG	2181.797	1143.711	1129.958	1485.1553333333334
YNL187W|chrXIV;287821;287993|287903,AAG	11521.013	8767.309	7323.312	9203.877999999999
YGL254W|Spar_7;24271;24401|WT	3106.542	2832.507	2837.417	2925.4886666666666
YBR253W|chrII;723208;723269|723232,723292,AAG	359.664	544.459	307.852	403.9916666666666
YDL148C|chrIV;190653;190586|WT	106.279	163.488	103.41	124.39233333333334
YDR050C|chrIV;556502;556472|WT	580.195	637.256	372.336	529.929
YDR409W|chrIV;1289366;1289405|WT	494.917	840.251	547.81	627.6593333333333
YER078W-A|chrV;318550;318645|WT	437.412	224.814	153.807	272.011
YGL102C|chrVII;312030;311933|311995,AAG	603.674	572.687	90.955	422.4386666666666
YLR359W|Spar_12;798792;798857|WT	1261.439	1097.535	1357.044	1238.6726666666666
YLR394W|Spar_12;862543;862685|WT	1083.231	613.858	496.091	731.06
YPL103C|Spar_16;384501;384482|WT	755.156	1217.081	903.48	958.5723333333332
YPR155C|Spar_16;849536;849485|WT	582.695	2001.967	1038.357	1207.673
YHR135C|chrVIII;374419;374310|374344,374310,WT,CGACGA	803.292	711.259	1129.979	881.5099999999999
YPL148C|chrXVI;272905;272815|272859,272814,WT,CGACGA	545.233	681.587	314.203	513.6743333333333
YLR154W-E|chrXII;455337;455432|455401,AAG	128.138	567.461	592.694	429.43100000000004
YNL139C|chrXIV;365813;365717|365766,365717,ATG	480.182	271.039	174.915	308.712
YNL314W|chrXIV;44402;44446|WT	886.577	933.42	587.978	802.6583333333333
YCR096C|chrIII;293659;293538|WT	790.675	953.012	363.077	702.2546666666667
YGL007C-A|Spar_7;479766;479603|479619,AAG	8667.437	8431.618	6289.296	7796.117000000001
YGL067W|chrVII;376012;376100|376045,376066,WT,CGACGA	1614.126	1521.071	1222.612	1452.603
YHR210C|chrVIII;521843;521737|521783,AAG	7.216	10.171	1.811	6.399333333333334
YIR031C|chrIX;414803;414679|WT	304.751	124.945	745.787	391.82766666666663
YJR155W|chrX;727345;727404|WT	4922.504	4614.888	4816.436	4784.609333333333
YKL026C|Spar_11;404157;404046|WT	2258.303	2109.212	1634.979	2000.8313333333333
YLR120W-A|chrXII;388580;388671|388607,AAG	307.031	204.466	690.204	400.567
YML021C|Spar_13;218913;218859|218872,AAG	2986.545	3133.605	2444.266	2854.8053333333332
YNL097C|chrXIV;442490;442358|442407,442374,ATG	1177.938	1696.323	836.131	1236.7973333333334
YOR117W|chrXV;544969;545028|545002,545083,ATG	7286.602	6339.434	6127.749	6584.595
YPR125W|chrXVI;787844;787960|787890,787911,ATG	2347.414	4145.197	1902.994	2798.5350000000003
YPL214C|chrXVI;150275;150191|150247,150220,WT,CGACGA	20.441	36.819	29.038	28.766000000000002
YJR114W|chrX;638490;638658|638626,AAG	1362.64	1022.339	689.842	1024.9403333333335
YMR053C|chrXIII;383071;382898|382958,AAG	1333.276	1379.262	1241.239	1317.9256666666668
YAL056W|Spar_1;16765;16806|16778,AAG	1747.536	1796.021	1437.781	1660.446
YBR020W|chrII;278922;279020|WT	1321.039	1966.419	1776.412	1687.9566666666667
YKR076W|chrXI;582264;582282|WT	1002.575	600.181	645.441	749.399
YLR031W|chrXII;204156;204224|WT	681.607	777.767	1194.0	884.458
YLR087C|chrXII;315845;315731|WT	5146.123	6481.274	6874.895	6167.430666666667
YOL018C|chrXV;292122;292074|292117,292074,WT,CGACGA	26.275	10.42	8.918	15.204333333333333
YOL126C|chrXV;82996;82920|WT	93.199	27.779	77.904	66.294
YOR061W|chrXV;441405;441533|441431,441449,WT,CGACGA	97.118	113.065	56.751	88.978
YGL007C-A|chrVII;483193;483027|483067,AAG	957.438	1131.475	666.104	918.3389999999999
YIL090W|chrIX;193456;193594|193546,193588,ATG	381.707	457.885	244.457	361.3496666666667
YNL147W|Spar_14;335350;335441|WT	2617.939	2973.918	1442.777	2344.878
YBR043C|chrII;324094;323945|WT	4948.08	4859.545	4427.77	4745.131666666667
YLR303W|chrXII;732500;732541|732518,732541,WT,CGACGA	111.924	195.226	204.773	170.641
YLR459W|Spar_12;1003444;1003486|1003458,AAG	1245.753	1484.127	1259.439	1329.7730000000001
YNL211C|Spar_14;234076;234025|234048,AAG	505.812	448.44	361.537	438.59633333333335
YLR053C|chrXII;248599;248426|WT	135.992	166.358	91.011	131.12033333333332
YDR524C-A|Spar_4;1468103;1468041|1468048,AAG	8.952	8.997	13.654	10.534333333333333
YER168C|chrV;522726;522669|WT	9.892	2.895	12.612	8.466333333333333
YML023C|chrXIII;228708;228664|228690,228666,WT,CGACGA	821.383	965.57	737.074	841.3423333333334
YOL066C|chrXV;204559;204471|WT	1959.285	1850.486	2288.567	2032.7793333333332
YOR346W|chrXV;981664;981827|981774,981828,ATG	1966.194	2224.518	1691.702	1960.8046666666667
YCR048W|Spar_3;195397;195513|195406,AAG	1699.311	1320.283	1534.92	1518.1713333333335
YPR002W|chrXVI;558263;558384|WT	3549.795	2898.924	1781.186	2743.3016666666667
YOR304C-A|chrXV;888870;888750|888788,888782,AAG	2272.624	1955.628	1835.646	2021.2993333333332
YLR412C-A|Spar_12;900826;900687|900775,AAG	1687.297	3629.111	2453.157	2589.855
YDR069C|Spar_4;586724;586589|586703,AAG	2128.098	2060.389	1620.815	1936.434
YKL222C|chrXI;5738;5620|WT	1435.255	1173.469	1023.874	1210.866
YNR025C|chrXIV;673183;673061|673109,AAG	2172.674	3088.791	1581.132	2280.8656666666666
YNR025C|chrXIV;673183;673061|WT	4030.536	4282.251	3719.245	4010.677333333333
YNR044W|Spar_14;680010;680124|680018,AAG	2624.335	1994.63	1162.802	1927.2556666666667
YLR053C|chrXII;248587;248426|248552,AAG	3173.622	2319.685	2414.363	2635.89
YJR007W|chrX;450923;451019|450972,451008,ATG	3419.157	2428.508	2428.396	2758.687
YKR004C|chrXI;448083;448036|WT	5696.907	5512.812	4741.396	5317.038333333334
YKR021W|chrXI;479144;479233|WT	1646.961	1661.423	1513.231	1607.205
YNL176C|chrXIV;307159;306980|WT	4708.204	2169.281	2218.553	3032.012666666667
YNR059W|chrXIV;736737;736802|WT	9382.282	9848.535	6591.841	8607.552666666666
YJL199C|Spar_10;51629;51519|51523,AAG	4666.328	3490.04	3816.145	3990.837666666667
YNR025C|chrXIV;673129;673061|673109,AAG	9086.873	9543.829	7863.747	8831.482999999998
YGL007C-A|chrVII;483193;483027|483171,AAG	5657.55	5864.719	6689.939	6070.736
YCR024C-A|chrIII;163218;163067|163208,163184,ATG	4548.195	2811.418	3158.378	3505.997
YKR021W|chrXI;479144;479233|479211,479229,WT,CGACGA	10222.879	8319.201	7322.517	8621.532333333334
YKR021W|chrXI;479164;479233|479211,479229,WT,CGACGA	5506.901	7785.234	4920.581	6070.905333333333
YLR206W|chrXII;554437;554577|554456,554504,ATG	2090.375	2552.907	2602.104	2415.128666666667
YOL086W-A|chrXV;159115;159172|WT	4575.951	4532.76	2903.813	4004.1746666666663
YGL199C|chrVII;124212;124042|124104,AAG	61.565	721.273	478.567	420.4683333333333
YLR004C|chrXII;159661;159505|159569,AAG	2162.475	2148.326	1390.371	1900.3906666666664
YLR300W|chrXII;728856;728954|728892,728913,AAG,CGACGA	1281.048	1761.698	885.77	1309.5053333333333
YAR031W|chrI;186696;186835|186738,AAG	3033.914	2933.666	2824.246	2930.608666666667
YBL008W-A|chrII;209266;209408|209333,AAG	2835.885	1666.274	1137.502	1879.887
YBR043C|chrII;324071;323945|323976,323945,WT,CGACGA	2996.244	3073.893	2965.584	3011.9070000000006
YBR098W|chrII;441401;441514|441463,AAG	827.588	1931.869	1295.255	1351.5706666666667
YJL041W|Spar_10;352032;351888|352028,AAG	3819.629	4262.312	3642.176	3908.039
YJL047C|chrX;352223;352108|352184,352160,ATG	1035.214	2635.628	2165.253	1945.365
YML104C|Spar_13;61934;61878|WT	5718.962	4441.074	3644.244	4601.426666666667
YOL035C|chrXV;259165;259105|259130,AAG	2211.219	2785.06	2538.514	2511.597666666667
YGR084C|chrVII;648311;648142|648197,AAG	249.595	413.669	364.964	342.7426666666667
YBR233W|chrII;683348;683427|WT	6864.494	7478.334	4646.433	6329.7536666666665
YER002W|chrV;156738;156802|WT	2958.205	2515.738	2166.56	2546.834333333333
YGR057C|Spar_7;586266;586200|WT	1646.182	663.24	1034.273	1114.5649999999998
YHR121W|chrVIII;352688;352755|WT	13.865	14.796	21.664	16.775000000000002
YJR007W|chrX;450935;451019|450972,451008,ATG	3589.968	3590.052	2457.59	3212.536666666667
YJR109C|chrX;632966;632941|WT	2261.187	2472.091	1860.757	2198.0116666666668
YMR267W|chrXIII;801668;801771|801742,801754,ATG	2427.862	2199.607	1915.628	2181.032333333333
YPR144C|Spar_16;833652;833630|WT	2185.439	2808.649	1343.428	2112.505333333333
YKL194C|Spar_11;86815;86782|WT	5413.029	4549.79	5647.643	5203.4873333333335
YER028C|chrV;211968;211876|211954,AAG	4149.377	6050.621	4091.784	4763.927333333333
YHR044C|Spar_8;173164;173080|WT	2447.143	2744.502	2120.031	2437.2253333333333
YIR031C|chrIX;414821;414679|414776,414725,AAG,CGACGA	4714.347	5676.445	6120.896	5503.896
YOL138C|chrXV;65435;65350|WT	3361.844	5360.987	3079.445	3934.092
YDR314C|chrIV;1092600;1092511|1092542,AAG	1314.447	1318.811	1731.666	1454.9746666666667
YJL194W|chrX;69318;69337|WT	2828.286	3011.025	2960.504	2933.271666666666
YBL008W-A|chrII;209266;209408|209267,AAG	314.609	623.199	137.533	358.44699999999995
YNR025C|chrXIV;673183;673061|673121,AAG	344.328	374.468	85.209	268.0016666666667
YHR204W|Spar_8;486139;486187|WT	71.501	85.121	54.229	70.28366666666666
YDR024W|chrIV;490918;491016|490965,AAG	278.506	353.981	250.808	294.4316666666667
YHR002W|chrVIII;108663;108811|108765,108811,ATG	1387.547	1619.441	1699.009	1568.6656666666668
YKL026C|chrXI;389994;389883|389960,389921,AAG,CGACGA	1059.089	717.614	1032.189	936.2973333333333
YLR412W|chrXII;948350;948367|WT	1133.034	1209.839	1216.936	1186.603
YML104C|chrXIII;62376;62322|62376,AAG	77.201	83.639	35.295	65.37833333333333
YDR049W|chrIV;553161;553253|553174,AAG	23.673	7.144	1.381	10.732666666666667
YER145C-A|chrV;462936;462823|WT	550.738	836.993	496.903	628.2113333333334
YIR031C|chrIX;414821;414679|414798,414783,AAG	182.11	234.266	88.0	168.12533333333332
YPL147W|chrXVI;273115;273254|273205,AAG	114.498	107.704	74.035	98.74566666666665
YNL217W|chrXIV;240194;240330|240296,240311,WT,CGACGA	8249.756	9580.524	7429.837	8420.038999999999
YIL031W|chrIX;292494;292632|292603,292632,WT,CGACGA	7064.115	7116.313	5454.582	6545.003333333334
YCR107W|chrIII;313775;313889|313826,AAG	6914.941	6165.674	4601.14	5893.918333333334
YDR102C|chrIV;658146;657980|658067,AAG	12573.831	10328.015	8852.621	10584.822333333332
YDR490C|chrIV;1434302;1434268|WT	680.745	946.897	713.995	780.5456666666668
YER145C-A|chrV;462936;462823|462901,AAG	401.343	352.583	198.389	317.43833333333333
YGL135W|chrVII;254576;254640|254614,254626,ATG	788.547	1388.009	560.175	912.2436666666666
YHR048W|Spar_8;182314;182411|WT	9918.511	11123.122	8550.445	9864.026
YHR123W|chrVIII;354799;354814|WT	8154.205	5323.394	5217.023	6231.540666666667
YJL036W|chrX;378697;378824|WT	4230.962	5229.617	4316.596	4592.391666666667
YML064C|Spar_13;145806;145710|WT	6949.196	8334.157	6649.062	7310.805
YLR243W|Spar_12;582847;582927|WT	8859.839	6855.552	8645.061	8120.1506666666655
YDR024W|chrIV;490897;491016|490909,AAG	9776.629	8737.924	13985.501	10833.351333333334
YLR253W|chrXII;642569;642626|WT	88.528	153.561	154.713	132.26733333333334
YOL009C|chrXV;310194;310139|WT	1031.938	987.672	732.863	917.491
YLR157C|chrXII;474224;474057|474191,474170,WT,CGACGA	4545.233	2979.681	3255.395	3593.4363333333336
YGL115W|chrVII;291911;292032|291955,291982,ATG	33.929	21.538	18.21	24.558999999999997
YIR031C|Spar_9;390488;390334|390429,AAG	33.069	64.851	37.188	45.036
YKR061W|chrXI;557594;557676|WT	36.205	73.195	16.58	41.99333333333333
YLR157C|chrXII;474169;474057|WT	78.598	68.168	86.939	77.90166666666667
YJL101C|chrX;236499;236356|236430,236415,ATG	6.991	44.762	2.0	17.917666666666666
YLR380W|chrXII;878188;878281|878236,878278,ATG	81.627	53.105	33.064	55.931999999999995
YPR030W|chrXVI;627761;627879|WT	272.441	275.953	289.093	279.1623333333334
YPL064C|chrXVI;429647;429616|WT	68.986	61.197	161.519	97.234
YBL107W-A:1|Spar_12;587533;587449|587523,AAG	104.023	110.517	104.663	106.401
YGL175C|chrVII;174365;174322|WT	85.412	92.637	63.655	80.568
YDR147W|chrIV;751559;751630|WT	300.562	166.612	416.941	294.705
YJR010W|chrX;456171;456238|WT	1675.435	1732.49	2371.901	1926.6086666666667
YLR127C|chrXII;398356;398319|WT	10.05	22.405	23.316	18.590333333333334
YMR095C|Spar_13;437142;437079|WT	565.581	903.499	709.266	726.1153333333333
YOL033W|chrXV;263416;263474|263429,263444,AAG	965.547	849.848	490.924	768.773
YLR053C|chrXII;248599;248426|248552,AAG	1294.745	1442.407	1377.858	1371.67
YML122C|chrXIII;26567;26418|26468,AAG	658.813	554.075	355.03	522.6393333333333
YGL056C|chrVII;397716;397618|397641,397618,ATG	1239.076	1902.7	1090.687	1410.821
YLR072W|Spar_12;261099;261172|WT	493.818	203.858	234.238	310.638
YIR029W|Spar_9;386336;386475|386379,AAG	4442.971	3132.459	3692.068	3755.8326666666667
YKL147C|chrXI;172270;172168|172202,AAG	3253.907	3851.852	2365.327	3157.0286666666666
YLR158C|chrXII;483739;483637|483731,483665,WT,CGACGA	6479.728	6726.623	5013.777	6073.375999999999
YIR031C|Spar_9;390475;390334|390429,AAG	177.445	253.173	124.894	185.17066666666665
YJL121C|Spar_10;184054;184014|184052,AAG	38.149	69.522	23.956	43.87566666666667
YOL054W|chrXV;228565;228613|WT	4339.122	2585.399	1733.594	2886.038333333334
YGL191W|chrVII;144704;144807|144736,144751,AAG	192.78	360.964	146.685	233.47633333333337
YLR376C|Spar_12;828239;828205|828215,AAG	150.063	257.322	331.54	246.3083333333333
YJL035C|chrX;381054;381001|WT	318.446	297.444	172.896	262.9286666666667
YNL064C|chrXIV;507247;507097|507149,507110,ATG	711.265	1055.84	1970.649	1245.918
YMR270C|Spar_13;754887;754743|WT	1226.991	774.683	544.542	848.7386666666666
YER185W|chrV;559316;559453|559319,AAG	2640.464	1206.382	2177.378	2008.0746666666666
